央视,#genre#
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/99EDA8E70I7J8JJ8/12ADA7JJ5AJ26747$IPV6_源4
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/7915IJ6IN17D69N0/12ADA7JJ5AJ26747$IPV6_源5
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/06304D5DJ783IN94/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/328I6464E048N956/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/N7192D9J0JN3132E/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/DE962N9943AI5594/12ADA7JJ5AJ26747$IPV4_源1
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/35A5663E198IN10A/12ADA7JJ5AJ26747$IPV4_源2
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/8E3J5JD521D4EI09/12ADA7JJ5AJ26747$IPV4_源3
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/J0E2DII6J04296E5/12ADA7JJ5AJ26747$IPV4_源4
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/D7089852343EA46E/12ADA7JJ5AJ26747$IPV4_源5
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/9AE8E077EIIIDAI5/12ADA7JJ5AJ26747$IPV4_源6
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/6DDI30E8JA44IN46/12ADA7JJ5AJ26747$IPV4_源7
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/E92455I3D66573DD/12ADA7JJ5AJ26747$IPV6_源1
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/23767E7J7AIE10NI/12ADA7JJ5AJ26747$IPV6_源2
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/9257844NDEA7263D/12ADA7JJ5AJ26747$IPV6_源3
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/A94I31D815448065/12ADA7JJ5AJ26747$IPV6_源4
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/55NIN9966I24230N/12ADA7JJ5AJ26747$IPV6_源5
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/7I8D2J26333J8E5A/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/5I9EI1781090976N/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/118E37J706I167EE/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/45569J7AJ2D31856/12ADA7JJ5AJ26747$IPV4_源1
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/DN6N0ID68A44JDJD/12ADA7JJ5AJ26747$IPV4_源2
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/370A617JNDDI7076/12ADA7JJ5AJ26747$IPV4_源3
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/NNEI81I2N39J92NI/12ADA7JJ5AJ26747$IPV4_源4
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/7DD9II5199J52N12/12ADA7JJ5AJ26747$IPV4_源5
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/8J7217160N69NID7/12ADA7JJ5AJ26747$IPV4_源6
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/135IN63I44J85EA0/12ADA7JJ5AJ26747$IPV4_源7
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/4438716IA864711J/12ADA7JJ5AJ26747$IPV6_源1
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/D065158E1A221AJD/12ADA7JJ5AJ26747$IPV6_源2
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/61E1E6ANNDJ56976/12ADA7JJ5AJ26747$IPV6_源3
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/72ID65EJ906I6745/12ADA7JJ5AJ26747$IPV6_源4
CCTV-7 国防军事,http://godiptv.dns.navy:1024/tv/play/4/7E1N130I63153JE0/12ADA7JJ5AJ26747$IPV6_源5
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/I890AD2N4I75E459/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/D59N26AE5D4J180N/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/NJ047ED97AN1J119/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/A4579A914DN14078/12ADA7JJ5AJ26747$IPV4_源1
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/95I8A35D61AII1A0/12ADA7JJ5AJ26747$IPV4_源2
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/31NA750J3ENE38AD/12ADA7JJ5AJ26747$IPV4_源3
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/925921IAJ4NA6IA3/12ADA7JJ5AJ26747$IPV4_源4
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/E0DE1431A97A64D2/12ADA7JJ5AJ26747$IPV4_源5
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/2E7D79N6J3NNN33I/12ADA7JJ5AJ26747$IPV4_源6
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/N76DIJI5A856ENE3/12ADA7JJ5AJ26747$IPV4_源7
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/8EEDI5207D76AD19/12ADA7JJ5AJ26747$IPV6_源1
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/59NDN0JJ46J114NI/12ADA7JJ5AJ26747$IPV6_源2
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/I0A85DEEND6I6EN8/12ADA7JJ5AJ26747$IPV6_源3
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/N4J999AD7442E158/12ADA7JJ5AJ26747$IPV6_源4
CCTV-8 电视剧,http://godiptv.dns.navy:1024/tv/play/4/DD17EAA46E5A567D/12ADA7JJ5AJ26747$IPV6_源5
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/34N500AD119I4I2I/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/N00IA9J2DAN49J09/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/3NJ2553492I5532D/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/405I42AJ1EI7DI69/12ADA7JJ5AJ26747$IPV4_源1
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/6DN5D375IAED99A3/12ADA7JJ5AJ26747$IPV4_源2
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/18J3D63I8D19JE29/12ADA7JJ5AJ26747$IPV4_源3
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/44J492610E062A39/12ADA7JJ5AJ26747$IPV4_源4
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/J7N4005E651D650I/12ADA7JJ5AJ26747$IPV4_源5
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/1EEA4DI7N4N8E895/12ADA7JJ5AJ26747$IPV4_源6
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/11D384183J5DE5A8/12ADA7JJ5AJ26747$IPV4_源7
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/ENE7I9A7A9DN7887/12ADA7JJ5AJ26747$IPV6_源1
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/ND66D4E03A962NND/12ADA7JJ5AJ26747$IPV6_源2
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/J0JAJDI9A10I0960/12ADA7JJ5AJ26747$IPV6_源3
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/A94406IE45N4AJI9/12ADA7JJ5AJ26747$IPV6_源4
CCTV-9 纪录,http://godiptv.dns.navy:1024/tv/play/4/7N8II2A5273D3302/12ADA7JJ5AJ26747$IPV6_源5
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/4EA0DA19I96570ED/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/03JE983E17J33826/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/INEN15I40A395A03/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/97N9531II3D5A3D5/12ADA7JJ5AJ26747$IPV4_源1
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/E2718D198821D7IJ/12ADA7JJ5AJ26747$IPV4_源2
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/AI151AEI389DE08N/12ADA7JJ5AJ26747$IPV4_源3
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/DN5J75113N753J84/12ADA7JJ5AJ26747$IPV4_源4
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/4J21D1801E1DN970/12ADA7JJ5AJ26747$IPV4_源5
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/I4AE53AD5A459610/12ADA7JJ5AJ26747$IPV4_源6
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/9NJ4IJI9EA0D171A/12ADA7JJ5AJ26747$IPV4_源7
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/210D363973IN7911/12ADA7JJ5AJ26747$IPV6_源1
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/1357140J312JA4D4/12ADA7JJ5AJ26747$IPV6_源2
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/7IN8ND91A62D76D5/12ADA7JJ5AJ26747$IPV6_源3
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/N508N5E34254J36E/12ADA7JJ5AJ26747$IPV6_源4
CCTV-10 科教,http://godiptv.dns.navy:1024/tv/play/4/1JA9E2IJJEIJ31ID/12ADA7JJ5AJ26747$IPV6_源5
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/ND8563ID44N499DE/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/55969DI79J844I04/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/936DJE95152A1710/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/49JEI93IDD49ID5J/12ADA7JJ5AJ26747$IPV4_源1
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/EAJ069A26D1ID4D1/12ADA7JJ5AJ26747$IPV4_源2
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/JD74EA08A8I512II/12ADA7JJ5AJ26747$IPV4_源3
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/6E2552DN6405977A/12ADA7JJ5AJ26747$IPV4_源4
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/503NN7670J9N2E5J/12ADA7JJ5AJ26747$IPV4_源5
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/6165D475EI08NN70/12ADA7JJ5AJ26747$IPV4_源6
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/JI61D8I90E8989D9/12ADA7JJ5AJ26747$IPV4_源7
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/N36J3135339438A4/12ADA7JJ5AJ26747$IPV6_源1
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/D12880158DN8EEA0/12ADA7JJ5AJ26747$IPV6_源2
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/57I420I65NE76073/12ADA7JJ5AJ26747$IPV6_源3
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/633J04DI490DEIDA/12ADA7JJ5AJ26747$IPV6_源4
CCTV-11 戏曲,http://godiptv.dns.navy:1024/tv/play/4/A1N12JA089NA467D/12ADA7JJ5AJ26747$IPV6_源5
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/1E0747I5I4470E5N/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/34DI2873I26IN271/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/20D8AN450I4IE7J4/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/9N8INI06ANJ0DJ34/12ADA7JJ5AJ26747$IPV4_源1
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/6E002411I1257589/12ADA7JJ5AJ26747$IPV4_源2
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/87N47E94D73A8NND/12ADA7JJ5AJ26747$IPV4_源3
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/N8125N2IIA608A1D/12ADA7JJ5AJ26747$IPV4_源4
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/D04N4A270EEAAE9E/12ADA7JJ5AJ26747$IPV4_源5
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/338N0566128AAI15/12ADA7JJ5AJ26747$IPV4_源6
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/29A8950D4JE15118/12ADA7JJ5AJ26747$IPV4_源7
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/03NEJ9NJ332720NJ/12ADA7JJ5AJ26747$IPV6_源1
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/2054A7AA081317AE/12ADA7JJ5AJ26747$IPV6_源2
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/2ED4EJ13E98DN81I/12ADA7JJ5AJ26747$IPV6_源3
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/9IN093NE23E16A58/12ADA7JJ5AJ26747$IPV6_源4
CCTV-12 社会与法,http://godiptv.dns.navy:1024/tv/play/4/506JE34NN4837I03/12ADA7JJ5AJ26747$IPV6_源5
CCTV-13 新闻,http://godiptv.dns.navy:1024/tv/play/4/I99DJN14A7117AD1/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-13 新闻,http://godiptv.dns.navy:1024/tv/play/4/J7865IJ6E2N3IEID/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-13 新闻,http://godiptv.dns.navy:1024/tv/play/4/594E663A0J13D822/12ADA7JJ5AJ26747$IPV4_神助AI源
CCTV-13 新闻,http://godiptv.dns.navy:1024/tv/play/4/II73AD468058241J/12ADA7JJ5AJ26747$IPV4_源1
